"","ta","tr","vel","rh","et","set","tsens","disc","pd","ps","pts","pmvg","pmvstar"
"1",17.8750515429135,24.8958879733875,-0.69228121778683,58.0655611044805,21.9818258056595,20.8611309447289,-0.229355484478832,0,11.5515677290841,76.9166024307049,-0.814717263817769,-0.313610820137968,-0.337041060531068
"2",23.1418009484947,21.2585933230706,0.560813970831784,71.9973520493937,22.7023835805488,18.8047159369383,-0.399956517265509,0,81.735496954993,144.120549737968,-1.32882101576544,-0.535111324999171,-0.600058414385209
"3",20.1766852889595,21.9805610035961,0.0398799967757974,28.2673420569942,20.984608763907,19.8117751578623,-0.329176223258051,0,9.9027266071572,86.4867011464667,-1.07705621053442,-0.477624428417985,-0.56257494305947
"4",23.78556139094,23.9841839701457,0.590108228286864,97.00456357134,24.5308293047076,20.8405247308305,-0.187670599934007,0,82.6197925101736,128.248939764424,-0.819868817292377,-0.214837978334259,-0.154784190851119
"5",28.2746831141589,29.0789814105649,0.0734040680485525,93.3303222158845,32.0768498765034,31.7097289558043,1.18654491726272,2.56601772442253,4.1014943987742,-8.76724756106344,1.89743223895108,1.56475592308298,2.61976804350398
"6",25.75467594618,25.9743679756811,-0.42806642635184,67.9455987340612,26.3654284909526,25.4959535413511,0.387806324155484,0.535372122828391,5.90677356330339,29.1390100220502,0.343988385337782,0.512144219442905,0.658434612857654
"7",25.5909434149161,21.2433205074608,0.357438283406619,13.6576021362611,23.0879559395717,20.1925043305953,-0.296166159815372,0,34.0150397071247,108.914673755922,-0.981873917351166,-0.393340579080138,-0.70776275846715
"8",22.1513569369279,24.5548018206391,0.942201989768979,71.5673867394963,23.215185700462,18.4345566269243,-0.465117299646312,0,188.425354611123,159.014798623789,-1.42136084326893,-0.602887031918954,-0.749794112837614
"9",23.7292739228321,27.6163483985405,0.0459557512726742,99.5549413488172,27.3928624233708,26.6223140255645,0.511280050515782,0.880247590217365,7.35772819510221,26.8280370089232,0.625578506391134,0.666933732944323,1.08850239959273
"10",27.4666320892368,22.6635468804697,0.520627927641782,39.5252178103567,25.3669296174468,22.0396234274281,-0.111219545265264,0,44.3069908948207,102.430337819708,-0.52009414314297,-0.107844955139632,-0.338655044577362
"11",24.1778889054626,24.4997589705142,0.156723148289336,56.5779771405478,24.438871113747,23.1844518366956,-0.0282829460494777,0,13.3254668520011,64.4013956679053,-0.233887040826106,0.000408313206454931,-0.000196175849712795
"12",17.731751839841,18.2633880968246,0.211169870731727,40.9111375878894,17.895789958911,15.4979421057812,-0.809741118077405,-0.809741118077405,32.7303107197175,150.463408357846,-2.15551447355471,-1.21219070321881,-1.31153952121958
"13",21.5011090842098,22.3913036128443,0.412141705301602,95.7031260914434,22.4276289870219,19.1232259124295,-0.356005052873533,0,61.3550565569186,135.772411921256,-1.24919352189262,-0.482678798110146,-0.436131255969578
"14",26.6830648022727,23.6162201693589,0.616192960015787,64.815514025842,25.7728319709756,22.1809756503483,-0.0859487618144058,0,62.9265937507243,110.032219307768,-0.484756087412918,-0.0719499941057057,-0.166502497613193
"15",26.5477553818742,22.7703796431414,-0.0647001396980039,59.2848566180505,24.5412593418019,23.5176495369611,0.00490632122041136,0.0456989289597603,5.3386284408339,49.2710918946547,-0.150587615759727,0.054682547977486,0.12361493800753
"16",26.3970492800502,19.4974804831592,0.547695631497179,57.9017534227203,23.8465303172748,20.1692558936593,-0.255802890636429,0,55.357209029644,128.208054996451,-0.987686026585171,-0.318404023681469,-0.415235148328535
"17",22.441392072113,25.4104213671639,0.623724537089675,72.8574032905077,23.8617283599825,20.0092589777865,-0.29271494640953,0,101.137150253116,133.810252397765,-1.02768525555338,-0.368078723466347,-0.476467901221041
"18",18.4744802046471,21.2286808523159,0.699021985341324,62.2536414981866,19.5732091654243,14.4680423507906,-0.92263444854862,-0.92263444854862,159.889298531514,187.496113471144,-2.41298941230235,-1.32402329252179,-1.50105590377789
"19",19.7852327254965,22.2062799555347,0.487677897061455,82.1055067353134,21.1105390492381,17.2276900800478,-0.588858961442929,0,88.0013540771312,156.35009701911,-1.72307747998805,-0.826253312844652,-0.878304337516847
"20",19.142663276026,27.3336341169795,0.013744260687313,63.5874259970166,24.012966232687,22.9860811250683,-0.0582255988650361,0,10.6434778317303,52.4443208863646,-0.283479718732935,-0.040944771740386,-0.0555846031284249
"21",18.9163910651351,24.3327060947853,-0.0363681083697849,86.315362180217,22.3480073711263,21.2394084569395,-0.177441563480981,0,10.805574397575,75.8974120374817,-0.720147885765119,-0.230031165996721,-0.164337858860743
"22",24.6435447519676,25.302982710883,0.0411617324724275,68.3365289759953,25.3594943393006,24.4040635165499,0.172790888572542,0.251958895279777,6.70276415390906,40.0037130102558,0.0710158791374775,0.247729267358963,0.344532589789392
"23",22.2416550391605,24.2190250989546,0.0829359444497686,56.9008693554888,23.4483466484892,22.3924015938879,-0.0896707091946911,0,8.4234265032568,60.2809372962968,-0.43189960152802,-0.089617801533305,-0.0842937049039398
"24",29.2000664353292,22.5034488542629,0.570963931210549,61.0120185556569,26.8854793150697,23.4423831777879,0.0376323316697239,0.0810669284217815,37.0568143609713,93.5432307916618,-0.169404205553019,0.092157151692528,0.00764213737838358
"25",22.5140899293315,22.0034996089785,0.466649905999197,27.8550739993372,21.9934667589489,18.3857331417719,-0.487451598358133,0,66.8909300634188,136.719177150556,-1.43356671455703,-0.67489387790921,-0.956374552401358
"26",22.2604059709346,23.7510148369491,0.688259714699671,55.0072959029903,22.8551215789321,18.6138741271622,-0.450788512161032,0,118.235950032491,147.877485259262,-1.37653146820945,-0.599403870311384,-0.802615843561489
"27",23.20318335756,26.9659086069404,0.581385694084772,61.4488924400454,24.823037792349,21.2727528174006,-0.183249105370799,0,85.5106113550906,116.612052071325,-0.711811795649846,-0.207997973101084,-0.376781873894133
"28",20.4758955095408,26.251712012638,0.692847345029742,71.04980414067,22.8368480719537,18.6041666803428,-0.454732639656596,0,137.513914637389,149.862812091502,-1.3789583299143,-0.604709435798804,-0.757147808656262
"29",20.3073963152695,21.0275222765371,-0.213344521667675,74.1566631350232,20.9386912610317,19.75583390753,-0.301268780487196,0,9.80908802732693,92.435851288525,-1.0910415231175,-0.434600149689237,-0.372665772284388
"30",19.8108376705955,18.9272234346758,0.231066022139411,34.5245699034966,19.1854242123215,16.7234202373374,-0.663601193987259,0,32.1330263750045,139.528773284168,-1.84914494066566,-0.981339894075642,-1.1122029358271
"31",22.8611594039234,24.6797242152274,0.49563643981355,68.5112623247004,23.8403799827766,20.4128697133662,-0.251500676374132,0,70.528987003072,123.138086677139,-0.926782571658439,-0.314408681228369,-0.413671214974172
"32",16.9635135525519,20.3874087302063,0.88911702353496,64.6336738830745,18.2112208466366,12.0437464748472,-1.12229698253966,-1.12229698253966,248.791029524455,212.553540325601,-3.01906338128819,-1.63494338505056,-1.82156825812857
"33",23.6555403457783,25.6261369031522,0.472902524029754,56.4934499139609,24.555772399639,21.3290499335473,-0.176171314203317,0,61.3641590571873,110.0553035497,-0.697737516613184,-0.202650513864637,-0.36074525314774
"34",22.9537453541444,23.0832353141019,-0.451596777904586,40.1028257097812,22.908937664063,21.8319621723206,-0.137921392278385,0,7.91330025233246,65.0370819105427,-0.572009456919848,-0.165505490443448,-0.208923555511354
"35",21.5409733470991,24.7213900776988,-0.315990862044505,47.2837123106047,23.338390058622,22.2817610460339,-0.106128802042518,0,8.9253798610562,60.0749468985839,-0.459559738491534,-0.114680468410678,-0.14941186009903
"36",24.3008303531544,26.7828177622418,0.154682464459353,85.3066519803914,26.5399785096171,25.4367309768625,0.345917455729098,0.558470777665664,12.9296861922844,46.2777090213542,0.329182744215613,0.474932993079576,0.690564250833719
"37",26.2515587322685,23.1311850685111,-0.502846675105965,47.4614025842078,24.434638080123,23.4114473240284,-0.010504418227005,0,5.55081737701273,48.1055663014667,-0.17713816899291,0.0240961824310496,0.0295643851857722
"38",23.7572477523049,21.3914275133356,-0.142283531074237,42.2176797742406,22.3062396885009,21.198046124642,-0.182165325857607,0,7.33768834277913,73.1761243887985,-0.730488468839512,-0.237810826275853,-0.260065110643854
"39",19.7165714574282,22.0135911030365,0.82220499732718,48.4588918050602,20.4601885006095,15.2185930279931,-0.867178445254558,-0.867178445254558,186.044447878561,182.684574830426,-2.22535174300173,-1.20969403370226,-1.4655194006067
"40",21.2342360968313,22.2782913816695,0.205663810799976,72.9804462824405,22.0167299707859,20.0975323046573,-0.27219376253245,0,24.8074386126216,106.536396965756,-1.00561692383567,-0.374994111069872,-0.360143312391607
